id;codigo;descripcion_diagnostico;estado;num_dias_maximo_solicitud;dias_maximo_evento;capitulo_grupo;categoria_subgrupo;contingencia;tipo_licencia;genero_comfe;cie_min_salud;genero_minsalud;limite_edad_inferior_minsalud;limite_edad_maxima_minsalud;tipo_diagnostico;aplica_notificacion;opcion_liquidacion;diagnostico_centinela;indicio_at_el;observacion1;observacion2;observacion3;observacion4
11435;Y120;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11436;Y121;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11437;Y122;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PU;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11438;Y123;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11439;Y124;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11440;Y125;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11441;Y126;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11442;Y127;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11443;Y128;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11444;Y129;ENVENENAMIENTO POR  Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]  NO CLASIFICADOS EN OTRA PARTE  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11445;Y130;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11446;Y131;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11447;Y132;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11448;Y133;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11449;Y134;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11450;Y135;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11451;Y136;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11452;Y137;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11453;Y138;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11454;Y139;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11455;Y140;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11456;Y141;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11457;Y142;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUB;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11458;Y143;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11459;Y144;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11460;Y145;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11461;Y146;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11462;Y147;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11463;Y148;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11464;Y149;ENVENENAMIENTO POR  Y EXPOSICION A OTRAS DROGAS  MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS  Y LAS NO ESPECIFICADAS  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11465;Y150;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11466;Y151;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11467;Y152;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11468;Y153;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11469;Y154;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11470;Y155;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11471;Y156;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11472;Y157;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11473;Y158;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11474;Y159;ENVENENAMIENTO POR  Y EXPOSICION AL ALCOHOL  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11475;Y160;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11476;Y161;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11477;Y162;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11478;Y163;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11479;Y164;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11480;Y165;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11481;Y166;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11482;Y167;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11483;Y168;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11484;Y169;ENVENENAMIENTO POR  Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11485;Y170;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11486;Y171;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11487;Y172;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11488;Y173;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11489;Y174;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11490;Y175;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11491;Y176;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11492;Y177;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11493;Y178;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11494;Y179;ENVENENAMIENTO POR  Y EXPOSICION A OTROS GASES Y VAPORES  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11495;Y180;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11496;Y181;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11497;Y182;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11498;Y183;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11499;Y184;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11500;Y185;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11501;Y186;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11502;Y187;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11503;Y188;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11504;Y189;ENVENENAMIENTO POR  Y EXPOSICION A PLAGUICIDAS  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11505;Y190;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11506;Y191;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11507;Y192;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11508;Y193;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11509;Y194;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11510;Y195;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11511;Y196;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11512;Y197;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11513;Y198;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11514;Y199;ENVENENAMIENTO POR  Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS  Y LOS NO ESPECIFICADOS  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11515;Y200;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11516;Y201;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11517;Y202;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11518;Y203;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11519;Y204;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11520;Y205;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11521;Y206;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11522;Y207;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11523;Y208;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11524;Y209;AHORCAMIENTO  ESTRANGULAMIENTO Y SOFOCACION  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11525;Y210;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11526;Y211;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN INSTITUCION RESIDENCIAL;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11527;Y212;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN ESCUELAS  OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11528;Y213;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN AREAS DE DEPORTE Y ATLETISMO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11529;Y214;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN CALLES Y CARRETERAS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11530;Y215;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN COMERCIO Y AREA DE SERVICIOS;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11531;Y216;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN AREA INDUSTRIAL Y DE LA CONSTRUCCION;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11532;Y217;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN GRANJA;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11533;Y218;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN OTRO LUGAR ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11534;Y219;AHOGAMIENTO Y SUMERSION  DE INTENCION NO DETERMINADA  EN LUGAR NO ESPECIFICADO;1;10;;20;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
11535;Y220;DISPARO DE ARMA CORTA  DE INTENCION NO DETERMINADA  EN VIVIENDA;1;0;;20;5;1;;A;SI;A;0;999;0;s;S;N;;;;;
